FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
111107;0000;;11,9435;;
111108;0000;;14,0417;;
111109;0000;;19,5522;;
111110;0000;;14,9522;;
111111;0000;;16,8217;;
111112;0000;;13,7792;;
111113;0000;;11,9522;;
111114;0000;;11,7348;;
111115;0000;;15,2167;;
111116;0000;;15,1458;;
111117;0000;;14,3125;;
111118;0000;;12,5375;;
111119;0000;;15;;
111120;0000;;12,375;;
111121;0000;;16,9583;;
111122;0000;;14,5174;;
111123;0000;;16,0695;;
111124;0000;;15,5625;;
111125;0000;;13,3043;;
111126;0000;;12,5136;;
111127;0000;;13,7042;;
111128;0000;;11,8391;;
111129;0000;;12,1522;;
111130;0000;;12,1917;;
111201;0000;;14,8167;;
111202;0000;;16,7042;;
111203;0000;;13,3208;;
111204;0000;;13,9083;;
111205;0000;;16,5291;;
111206;0000;;13,9542;;
111207;0000;;14,2333;;
111208;0000;;12,1381;;
111209;0000;;12,9571;;
111210;0000;;13,1913;;
111211;0000;;12,3182;;
111212;0000;;15,4708;;
111213;0000;;11,3125;;
111214;0000;;12,825;;
111215;0000;;12,4667;;
111216;0000;;11,0125;;
111217;0000;;12,4292;;
111218;0000;;12;;
111219;0000;;13,613;;
111220;0000;;13,7391;;
111221;0000;;15,1762;;
111222;0000;;11,325;;
111223;0000;;15,475;;
111224;0000;;11,4625;;
111225;0000;;15,8708;;
111226;0000;;15,3454;;
111227;0000;;13,7;;
111228;0000;;14,905;;
111229;0000;;;;
111230;0000;;16,25;;
111231;0000;;13,8136;;
120101;0000;;9,52631;;
120102;0000;;12,6625;;
120103;0000;;11,6522;;
120104;0000;;13,3375;;
120105;0000;;12,3047;;
120106;0000;;15,5;;
120107;0000;;15,7042;;
120108;0000;;14,9565;;
120109;0000;;11,3571;;
120110;0000;;10,4682;;
120111;0000;;9,2619;;
120112;0000;;7,19166;;
120113;0000;;7,825;;
120114;0000;;9,47083;;
120115;0000;;5,19583;;
120116;0000;;7,57082;;
120117;0000;;5,57083;;
120118;0000;;6,68333;;
120119;0000;;6,20416;;
120120;0000;;5,63913;;
120121;0000;;6,81304;;
120122;0000;;6,60909;;
120123;0000;;8,39999;;
120124;0000;;7,72499;;
120125;0000;;12,0695;;
120126;0000;;8,5;;
120127;0000;;8,34285;;
120128;0000;;6,74166;;
120129;0000;;6,45909;;
120130;0000;;6,38571;;
120131;0000;;6,4826;;
120201;0000;;6,76521;;
120202;0000;;5,7;;
120203;0000;;6,57083;;
120204;0000;;6,14583;;
120205;0000;;6,09166;;
120206;0000;;7,43749;;
120207;0000;;6,06667;;
120208;0000;;7,66087;;
120209;0000;;8,72499;;
120210;0000;;5,78333;;
120211;0000;;6,05416;;
120212;0000;;6,47083;;
120213;0000;;5,95416;;
120214;0000;;10,575;;
120215;0000;;7,20416;;
120216;0000;;7,14999;;
120217;0000;;7,21666;;
120218;0000;;4,65238;;
120219;0000;;5,60833;;
120220;0000;;7,31249;;
120221;0000;;6,00417;;
120222;0000;;7,02916;;
120223;0000;;6,375;;
120224;0000;;10,5167;;
120225;0000;;5,02916;;
120226;0000;;6,2;;
120227;0000;;4,75238;;
120228;0000;;5,925;;
120229;0000;;7,14999;;
120301;0000;;9,53477;;
120302;0000;;11,48;;
120303;0000;;8,75908;;
120304;0000;;8,8826;;
120305;0000;;9,58182;;
120306;0000;;11,1174;;
120307;0000;;6,36666;;
120308;0000;;;;
120309;0000;;;;
120310;0000;;;;
120311;0000;;;;
120312;0000;;;;
120313;0000;;10,7954;;
120314;0000;;10,4667;;
120315;0000;;19,3652;;
120316;0000;;9,50833;;
120317;0000;;11,9917;;
120318;0000;;18,9739;;
120319;0000;;10,2818;;
120320;0000;;6,89999;;
120321;0000;;7,85;;
120322;0000;;9,42082;;
120323;0000;;8,88333;;
120324;0000;;8,97826;;
120325;0000;;8,07083;;
120326;0000;;9,06667;;
120327;0000;;12,6375;;
120328;0000;;7,93181;;
120329;0000;;;;
120330;0000;;;;
120331;0000;;9,6875;;
120401;0000;;9,94347;;
120402;0000;;11,3286;;
120403;0000;;15,5526;;
120404;0000;;15,8565;;
120405;0000;;17,5409;;
120406;0000;;11,5905;;
120407;0000;;17,0909;;
120408;0000;;17,25;;
120409;0000;;22,2047;;
120410;0000;;47,0952;;
120411;0000;;51,3227;;
120412;0000;;48,9261;;
120413;0000;;29,1772;;
120414;0000;;49,8318;;
120415;0000;;;;
120416;0000;;33,9218;;
120417;0000;;;;
120418;0000;;90,7916;;
120419;0000;;37,825;;
120420;0000;;50,0583;;
120421;0000;;37,2583;;
120422;0000;;45,1625;;
120423;0000;;;;
120424;0000;;48,4708;;
120425;0000;;33,8167;;
120426;0000;;70,7708;;
120427;0000;;80,9781;;
120428;0000;;24,15;;
120429;0000;;17,4625;;
120430;0000;;28,3708;;
120501;0000;;43,3208;;
120502;0000;;24,825;;
120503;0000;;59,4791;;
120504;0000;;87,4166;;
120505;0000;;36,0208;;
120506;0000;;22,1545;;
120507;0000;;34,9545;;
120508;0000;;79,7434;;
120509;0000;;62,0409;;
120510;0000;;33,2809;;
120511;0000;;39,9636;;
120512;0000;;84,813;;
120513;0000;;75,8226;;
120514;0000;;83,8826;;
120515;0000;;39,3696;;
120516;0000;;36,6;;
120517;0000;;41,6652;;
120518;0000;;33,8958;;
120519;0000;;37,0818;;
120520;0000;;57,0222;;
120521;0000;;122,295;;
120522;0000;;191,733;;
120523;0000;;121,404;;
120524;0000;;203,504;;
120525;0000;;36,3913;;
120526;0000;;6,99564;;
120527;0000;;13,7696;;
120528;0000;;8,49445;;
120529;0000;;50,0792;;
120530;0000;;78,1499;;
120531;0000;;88,0917;;
120601;0000;;11,9348;;
120602;0000;;19,3272;;
120603;0000;;28,5476;;
120604;0000;;158,6;;
120605;0000;;126,175;;
120606;0000;;199,637;;
120607;0000;;114,683;;
120608;0000;;191,93;;
120609;0000;;278,529;;
120610;0000;;214,596;;
120611;0000;;76,6086;;
120612;0000;;25,7143;;
120613;0000;;57,6782;;
120614;0000;;158,57;;
120615;0000;;;;
120616;0000;;;;
120617;0000;;28,875;;
120618;0000;;62,6;;
120619;0000;;21,55;;
120620;0000;;15,325;;
120621;0000;;16,3545;;
120622;0000;;;;
120623;0000;;14,5458;;
120624;0000;;125,287;;
120625;0000;;225,395;;
120626;0000;;138,961;;
120627;0000;;23,3375;;
120628;0000;;;;
120629;0000;;;;
120630;0000;;71,9857;;
120701;0000;;52,7478;;
120702;0000;;121,787;;
120703;0000;;41,5261;;
120704;0000;;62,8857;;
120705;0000;;80,6542;;
120706;0000;;37,9565;;
120707;0000;;42,8869;;
120708;0000;;92,2303;;
120709;0000;;139,375;;
120710;0000;;170,425;;
120711;0000;;80,0416;;
120712;0000;;87,3125;;
120713;0000;;93,9708;;
120714;0000;;135,292;;
120715;0000;;152,671;;
120716;0000;;290,667;;
120717;0000;;148,462;;
120718;0000;;110,778;;
120719;0000;;116,779;;
120720;0000;;46,3364;;
120721;0000;;168,943;;
120722;0000;;129,43;;
120723;0000;;174,904;;
120724;0000;;275,854;;
120725;0000;;206,056;;
120726;0000;;172,05;;
120727;0000;;;;
120728;0000;;113,648;;
120729;0000;;187,505;;
120730;0000;;220,871;;
120731;0000;;83,6458;;
120801;0000;;18,0695;;
120802;0000;;14,287;;
120803;0000;;64,9042;;
120804;0000;;158,826;;
120805;0000;;45,9583;;
120806;0000;;;;
120807;0000;;;;
120808;0000;;;;
120809;0000;;38,1174;;
120810;0000;;130,633;;
120811;0000;;110,533;;
120812;0000;;42,0652;;
120813;0000;;38,413;;
120814;0000;;18,1087;;
120815;0000;;14,2;;
120816;0000;;21,1435;;
120817;0000;;36,3348;;
120818;0000;;61,8434;;
120819;0000;;59,2291;;
120820;0000;;44,5583;;
120821;0000;;58,7783;;
120822;0000;;64,7864;;
120823;0000;;95,1304;;
120824;0000;;132,587;;
120825;0000;;149,878;;
120826;0000;;209,196;;
120827;0000;;117,292;;
120828;0000;;129,821;;
120829;0000;;68,6333;;
120830;0000;;107,737;;
120831;0000;;71,1666;;
120901;0000;;97,326;;
120902;0000;;23,6783;;
120903;0000;;40,1125;;
120904;0000;;54,7083;;
120905;0000;;59,4875;;
120906;0000;;43,675;;
120907;0000;;26,8217;;
120908;0000;;76,5583;;
120909;0000;;41,2875;;
120910;0000;;92,7709;;
120911;0000;;32,65;;
120912;0000;;47,3583;;
120913;0000;;;;
120914;0000;;;;
120915;0000;;;;
120916;0000;;;;
120917;0000;;;;
120918;0000;;;;
120919;0000;;;;
120920;0000;;;;
120921;0000;;;;
120922;0000;;;;
120923;0000;;;;
120924;0000;;;;
120925;0000;;;;
120926;0000;;;;
120927;0000;;42,1542;;
120928;0000;;27,875;;
120929;0000;;27,575;;
120930;0000;;28,4708;;
121001;0000;;48,875;;
121002;0000;;37,6833;;
121003;0000;;31,3083;;
121004;0000;;21,9208;;
121005;0000;;31,3167;;
121006;0000;;39,4625;;
121007;0000;;24,25;;
121008;0000;;31,7708;;
121009;0000;;12,5632;;
121010;0000;;14,775;;
121011;0000;;12,2364;;
121012;0000;;12,9;;
121013;0000;;7,34167;;
121014;0000;;8,49582;;
121015;0000;;10,0542;;
121016;0000;;14,2917;;
121017;0000;;16,8667;;
121018;0000;;13,5875;;
121019;0000;;15,8913;;
121020;0000;;;;
121021;0000;;;;
121022;0000;;;;
121023;0000;;;;
121024;0000;;;;
121025;0000;;;;
121026;0000;;;;
121027;0000;;;;
121028;0000;;;;
121029;0000;;;;
121030;0000;;;;
121031;0000;;;;
121101;0000;;;;
121102;0000;;;;
121103;0000;;;;
121104;0000;;;;
121105;0000;;;;
121106;0000;;;;
121107;0000;;;;
121108;0000;;;;
121109;0000;;;;
121110;0000;;;;
121111;0000;;;;
121112;0000;;;;
121113;0000;;;;
121114;0000;;;;
121115;0000;;;;
121116;0000;;;;
121117;0000;;;;
121118;0000;;;;
121119;0000;;;;
121120;0000;;;;
121121;0000;;;;
121122;0000;;;;
121123;0000;;;;
121124;0000;;;;
121125;0000;;;;
121126;0000;;;;
121127;0000;;;;
121128;0000;;;;
121129;0000;;;;
121130;0000;;;;
121201;0000;;;;
121202;0000;;;;
121203;0000;;;;
121204;0000;;;;
121205;0000;;;;
121206;0000;;;;
121207;0000;;;;
121208;0000;;;;
121209;0000;;;;
121210;0000;;;;
121211;0000;;;;
121212;0000;;;;
121213;0000;;;;
121214;0000;;;;
121215;0000;;;;
121216;0000;;;;
121217;0000;;;;
121218;0000;;;;
121219;0000;;;;
121220;0000;;;;
121221;0000;;;;
121222;0000;;;;
121223;0000;;;;
121224;0000;;;;
121225;0000;;;;
121226;0000;;;;
121227;0000;;;;
121228;0000;;;;
121229;0000;;;;
121230;0000;;;;
121231;0000;;;;
130101;0000;;;;
130102;0000;;;;
130103;0000;;;;
130104;0000;;;;
130105;0000;;;;
130106;0000;;;;
130107;0000;;;;
130108;0000;;;;
130109;0000;;;;
130110;0000;;;;
130111;0000;;;;
130112;0000;;;;
130113;0000;;;;
130114;0000;;;;
130115;0000;;;;
130116;0000;;;;
130117;0000;;;;
130118;0000;;;;
130119;0000;;;;
130120;0000;;;;
130121;0000;;;;
130122;0000;;;;
130123;0000;;;;
130124;0000;;;;
130125;0000;;;;
130126;0000;;;;
130127;0000;;;;
130128;0000;;;;
130129;0000;;;;
130130;0000;;;;
130131;0000;;;;
130201;0000;;;;
130202;0000;;;;
130203;0000;;;;
130204;0000;;;;
130205;0000;;;;
130206;0000;;;;
130207;0000;;;;
130208;0000;;;;
130209;0000;;;;
130210;0000;;;;
130211;0000;;;;
130212;0000;;;;
130213;0000;;;;
130214;0000;;;;
130215;0000;;;;
130216;0000;;;;
130217;0000;;;;
130218;0000;;;;
130219;0000;;;;
130220;0000;;;;
130221;0000;;;;
130222;0000;;;;
130223;0000;;;;
130224;0000;;;;
130225;0000;;;;
130226;0000;;;;
130227;0000;;;;
130228;0000;;;;
130301;0000;2,43478;;;
130302;0000;4,14999;;;
130303;0000;;;;
130304;0000;8,83333;;;
130305;0000;10,4783;;;
130306;0000;7,625;;;
130307;0000;6,375;;;
130308;0000;7,25;;;
130309;0000;9,33333;;;
130310;0000;8,68181;;;
130311;0000;6,78261;;;
130312;0000;7,5;;;
130313;0000;9,20833;;;
130314;0000;6,125;;;
130315;0000;;;;
130316;0000;;;;
130317;0000;;;;
130318;0000;;;;
130319;0000;16,6667;;;
130320;0000;20,5;;;
130321;0000;9,45833;;;
130322;0000;17,8333;;;
130323;0000;11,0833;;;
130324;0000;9,95454;;;
130325;0000;6,66666;;;
130326;0000;6,75;;;
130327;0000;14,0435;;;
130328;0000;9,25;;;
130329;0000;12,0417;;;
130330;0000;11,4091;;;
130331;0000;13,1667;;;
130401;0000;18;;;
130402;0000;10,2083;;;
130403;0000;16,7083;;;
130404;0000;14,9583;;;
130405;0000;15,5;;;
130406;0000;43,2083;;;
130407;0000;39,125;;;
130408;0000;47,9583;;;
130409;0000;43,375;;;
130410;0000;25,7917;;;
130411;0000;47,5833;;;
130412;0000;69,7083;;;
130413;0000;108,25;;;
130414;0000;126,167;;;
130415;0000;34,4583;;;
130416;0000;36,4583;;;
130417;0000;;;;
130418;0000;;;150,667;
130419;0000;18,9;;;
130420;0000;11,5417;;;
130421;0000;18,5417;;;
130422;0000;13,7083;;;
130423;0000;19;;;
130424;0000;30,3333;;;
130425;0000;52,7083;;;
130426;0000;69,9166;;;
130427;0000;67,2916;;;
130428;0000;62,375;;;
130429;0000;52,0833;;;
130430;0000;22,3333;;;
130501;0000;16,5;;;
130502;0000;11,25;;;
130503;0000;14,9565;;;
130504;0000;75,125;;;
130505;0000;58,5416;;;
130506;0000;104,458;;;
130507;0000;87,6666;;;
130508;0000;67,4166;;;
130509;0000;;;;
130510;0000;18,619;;;
130511;0000;34,6522;;;
130512;0000;55,1739;;;
130513;0000;41,6364;;;
130514;0000;94,8695;;;
130515;0000;163,042;;;
130516;0000;148,333;;;
130517;0000;157,083;;;
130518;0000;122,458;;;
130519;0000;159,208;;;
130520;0000;92,7142;;;
130521;0000;;;;
130522;0000;;;770,75;
130523;0000;59,9583;;;
130524;0000;37,5;;;
130525;0000;21,9167;;;
130526;0000;18,125;;;
130527;0000;10,9;;;
130528;0000;15,8333;;;
130529;0000;45,6666;;;
130530;0000;27,4167;;;
130531;0000;16,375;;;
130601;0000;36,4583;;;
130602;0000;29,625;;;
130603;0000;73,4583;;;
130604;0000;42,4348;;;
130605;0000;122,348;;;
130606;0000;147,5;;;
130607;0000;88,4583;;;
130608;0000;180,583;;;
130609;0000;;;154,208;
130610;0000;;;285,091;
130611;0000;176,956;;;
130612;0000;95,7083;;;
130613;0000;68,375;;;
130614;0000;77,4166;;;
130615;0000;25,5217;;;
130616;0000;135,958;;;
130617;0000;33,6666;;;
130618;0000;87,9166;;;
130619;0000;191,045;;;
130620;0000;105,667;;;
130621;0000;22;;;
130622;0000;135;;;
130623;0000;145,292;;;
130624;0000;;;72,6666;
130625;0000;136,75;;;
130626;0000;19,9565;;;
130627;0000;;;3,21053;
130628;0000;;;;
130629;0000;;;60,7916;
130630;0000;34,2173;;;
130701;0000;24;;;
130702;0000;;;;
130703;0000;;;;
130704;0000;72,7727;;;
130705;0000;95,375;;;
130706;0000;77,9166;;;
130707;0000;201,583;;;
130708;0000;94;;;
130709;0000;12,4348;;;
130710;0000;33,4285;;;
130711;0000;37,875;;;
130712;0000;54,0416;;;
130713;0000;56,2083;;;
130714;0000;36,3333;;;
130715;0000;67,6521;;;
130716;0000;45,0833;;;
130717;0000;70,1364;;;
130718;0000;131,333;;;
130719;0000;48,3913;;;
130720;0000;90,1738;;;
130721;0000;255,917;;;
130722;0000;150,167;;;
130723;0000;103,917;;;
130724;0000;103,792;;;
130725;0000;30,5;;;
130726;0000;74;;;
130727;0000;53,5217;;;
130728;0000;80,2083;;;
130729;0000;35;;;
130730;0000;33,0833;;;
130731;0000;98,4781;;;
130801;0000;97,9166;;;
130802;0000;49;;;
130803;0000;17,5;;;
130804;0000;12,125;;;
130805;0000;26,25;;;
130806;0000;27,2083;;;
130807;0000;41,2916;;;
130808;0000;96,4166;;;
130809;0000;110,25;;;
130810;0000;26,7083;;;
130811;0000;22,625;;;
130812;0000;131,083;;;
130813;0000;159,167;;;
130814;0000;92,9166;;;
130815;0000;49,625;;;
130816;0000;73,875;;;
130817;0000;104,125;;;
130818;0000;39,125;;;
130819;0000;74,5454;;;
130820;0000;61,7083;;;
130821;0000;52,5;;;
130822;0000;103,75;;;
130823;0000;41,75;;;
130824;0000;53,0416;;;
130825;0000;133,5;;;
130826;0000;46,125;;;
130827;0000;46,9583;;;
130828;0000;34,6666;;;
130829;0000;18,4167;;;
130830;0000;36,875;;;
130831;0000;34,125;;;
130901;0000;45,375;;;
130902;0000;58;;;
130903;0000;61,9166;;;
130904;0000;34,0416;;;
130905;0000;28,125;;;
130906;0000;20,9167;;;
130907;0000;11,0833;;;
130908;0000;16,3333;;;
130909;0000;7,25;;;
130910;0000;16,4583;;;
130911;0000;29,125;;;
130912;0000;67,375;;;
130913;0000;90,0833;;;
130914;0000;56,4583;;;
130915;0000;36,7916;;;
130916;0000;50,5;;;
130917;0000;45,5416;;;
130918;0000;73,2083;;;
130919;0000;34,7916;;;
130920;0000;27,375;;;
130921;0000;65,3333;;;
130922;0000;51,5;;;
130923;0000;45,7083;;;
130924;0000;30,15;;;
130925;0000;24,7083;;;
130926;0000;19,7083;;;
130927;0000;73;;;
130928;0000;81,4166;;;
130929;0000;58;;;
130930;0000;23,4583;;;
131001;0000;29,5417;;;
131002;0000;32,7083;;;
131003;0000;29,0833;;;
131004;0000;25;;;
131005;0000;22,125;;;
131006;0000;14,5833;;;
131007;0000;17,7917;;;
131008;0000;26;;;
131009;0000;23,9167;;;
131010;0000;15,9583;;;
131011;0000;8,625;;;
131012;0000;6,45833;;;
131013;0000;16,9583;;;
131014;0000;17,25;;;
131015;0000;4,91666;;;
131016;0000;5,625;;;
131017;0000;12,375;;;
131018;0000;12;;;
131019;0000;10,0833;;;
131020;0000;8,20833;;;
131021;0000;13,5;;;
131022;0000;27,6667;;;
131023;0000;24,0417;;;
131024;0000;18,5417;;;
131025;0000;9,625;;;
131026;0000;7,16666;;;
131027;0000;6,75;;;
131028;0000;12,2083;;;
131029;0000;8,91666;;;
131030;0000;10,1667;;;
131031;0000;6,29166;;;
131101;0000;8,125;;;
131102;0000;6,625;;;
131103;0000;4,45833;;;
131104;0000;7,41666;;;
131105;0000;8,5;;;
131106;0000;11,125;;;
131107;0000;5,54166;;;
131108;0000;12,4167;;;
131109;0000;7,60869;;;
131110;0000;5,41666;;;
131111;0000;7,375;;;
131112;0000;11,2083;;;
131113;0000;7,41666;;;
131114;0000;7,20833;;;
131115;0000;6,08333;;;
131116;0000;5,29166;;;
131117;0000;4,58333;;;
131118;0000;6,08333;;;
131119;0000;6;;;
131120;0000;7,73913;;;
131121;0000;6,58333;;;
131122;0000;5,375;;;
131123;0000;7,875;;;
131124;0000;6,13043;;;
131125;0000;5,875;;;
131126;0000;6,29166;;;
131127;0000;3,86956;;;
131128;0000;3,625;;;
131129;0000;2,16666;;;
131130;0000;4,16666;;;
131201;0000;1,66667;;;
131202;0000;2,625;;;
131203;0000;4,41666;;;
131204;0000;3;;;
131205;0000;2,79166;;;
131206;0000;2,375;;;
131207;0000;2,16666;;;
131208;0000;4,625;;;
131209;0000;2,30434;;;
131210;0000;2,125;;;
131211;0000;2,91666;;;
131212;0000;3,25;;;
131213;0000;2,66666;;;
131214;0000;3,04348;;;
131215;0000;2,54166;;;
131216;0000;5,3913;;;
131217;0000;2,875;;;
131218;0000;3,91666;;;
131219;0000;2,66666;;;
131220;0000;2;;;
131221;0000;3,70833;;;
131222;0000;5,83333;;;
131223;0000;5,33333;;;
131224;0000;3,875;;;
131225;0000;3,125;;;
131226;0000;2,41666;;;
131227;0000;3,58333;;;
131228;0000;4,41666;;;
131229;0000;2,04166;;;
131230;0000;3,41666;;;
131231;0000;4,08333;;;
140101;0000;4,45833;;;
140102;0000;4,125;;;
140103;0000;4,33333;;;
140104;0000;4,04166;;;
140105;0000;5,875;;;
140106;0000;4;;;
140107;0000;4,29166;;;
140108;0000;4,83333;;;
140109;0000;5,5;;;
140110;0000;4,16666;;;
140111;0000;4;;;
140112;0000;4,33333;;;
140113;0000;4;;;
140114;0000;4,08333;;;
140115;0000;7,83333;;;
140116;0000;9,45833;;;
140117;0000;9;;;
140118;0000;4,66666;;;
140119;0000;5,33333;;;
140120;0000;4,54166;;;
140121;0000;4;;;
140122;0000;4,16666;;;
140123;0000;4,41666;;;
140124;0000;5,60869;;;
140125;0000;4,29166;;;
140126;0000;4,04166;;;
140127;0000;4,375;;;
140128;0000;4,20833;;;
140129;0000;4,20833;;;
140130;0000;4,56522;;;
140131;0000;4,04166;;;
140201;0000;4,54166;;;
140202;0000;5,29166;;;
140203;0000;4,33333;;;
140204;0000;5,70833;;;
140205;0000;4,16666;;;
140206;0000;5,83333;;;
140207;0000;4,75;;;
140208;0000;4,29166;;;
140209;0000;4,08333;;;
140210;0000;4,16666;;;
140211;0000;4,125;;;
140212;0000;5,875;;;
140213;0000;5,5;;;
140214;0000;9,16666;;;
140215;0000;5,91666;;;
140216;0000;5,04166;;;
140217;0000;4,04166;;;
140218;0000;4,25;;;
140219;0000;5,08695;;;
140220;0000;5,04166;;;
140221;0000;4,95833;;;
140222;0000;4,41666;;;
140223;0000;4,08333;;;
140224;0000;7,41666;;;
140225;0000;8,41666;;;
140226;0000;6,04166;;;
140227;0000;5,54166;;;
140228;0000;8;;;
140301;0000;5,20833;;;
140302;0000;5,29166;;;
140303;0000;4,54166;;;
140304;0000;7,33333;;;
140305;0000;5,16666;;;
140306;0000;7,41666;;;
140307;0000;5,58333;;;
140308;0000;12,2083;;;
140309;0000;6,04166;;;
140310;0000;10,0952;;;
140311;0000;4,20833;;;
140312;0000;4,58333;;;
140313;0000;4,45833;;;
140314;0000;5,875;;;
140315;0000;4,20833;;;
140316;0000;5;;;
140317;0000;7,15789;;;
140318;0000;13;;;
140319;0000;9,63635;;;
140320;0000;14,5;;;
140321;0000;34,6086;;;
140322;0000;18,8333;;;
140323;0000;8,5;;;
140324;0000;9,95651;;;
140325;0000;21,3333;;;
140326;0000;25,875;;;
140327;0000;22,0833;;;
140328;0000;27,25;;;
140329;0000;13,5417;;;
140330;0000;15,3043;;;
140331;0000;42,826;;;
140401;0000;45,7083;;;
140402;0000;42,826;;;
140403;0000;22,75;;;
140404;0000;33,375;;;
140405;0000;32,25;;;
140406;0000;17,8421;;;
140407;0000;48,619;;;
140408;0000;19,5833;;;
140409;0000;25,8333;;;
140410;0000;27,7083;;;
140411;0000;27,75;;;
140412;0000;;;;
140413;0000;;;;
140414;0000;;;;
140415;0000;16,9167;;;
140416;0000;30,125;;;
140417;0000;47,7391;;;
140418;0000;61,75;;;
140419;0000;75,25;;;
140420;0000;70,7083;;;
140421;0000;15,5417;;;
140422;0000;12,6667;;;
140423;0000;14,375;;;
140424;0000;48,8333;;;
140425;0000;93;;;
140426;0000;33,4166;;;
140427;0000;77,9166;;;
140428;0000;79,4166;;;
140429;0000;101,5;;;
140430;0000;32,25;;;
140501;0000;55,7916;;;
140502;0000;29;;;
140503;0000;8,58333;;;
140504;0000;46,5;;;
140505;0000;58,0435;;;
140506;0000;22,5833;;;
140507;0000;11,9167;;;
140508;0000;14,2083;;;
140509;0000;32,25;;;
140510;0000;49,5;;;
140511;0000;70,7083;;;
140512;0000;43,826;;;
140513;0000;50,2916;;;
140514;0000;42,7916;;;
140515;0000;22,4583;;;
140516;0000;94,0833;;;
140517;0000;198,958;;;
140518;0000;20,2917;;;
140519;0000;29,5;;;
140520;0000;23,9167;;;
140521;0000;52,8333;;;
140522;0000;94,5833;;;
140523;0000;121,667;;;
140524;0000;134,583;;;
140525;0000;64,875;;;
140526;0000;51,2916;;;
140527;0000;97,375;;;
140528;0000;25,0435;;;
140529;0000;35,5416;;;
140530;0000;19,6667;;;
140531;0000;13,5417;;;
140601;0000;8,5;;;
140602;0000;8,08333;;;
140603;0000;32,2083;;;
140604;0000;23,8333;;;
140605;0000;28,375;;;
140606;0000;16,1667;;;
140607;0000;16,0833;;;
140608;0000;19,2083;;;
140609;0000;34,5217;;;
140610;0000;9,25;;;
140611;0000;61,2916;;;
140612;0000;75,4166;;;
140613;0000;23;;;
140614;0000;14,75;;;
140615;0000;67,8333;;;
140616;0000;127,478;;;
140617;0000;173,833;;;
140618;0000;121,208;;;
140619;0000;100,083;;;
140620;0000;73,2916;;;
140621;0000;16,125;;;
140622;0000;18;;;
140623;0000;76,2609;;;
140624;0000;181,458;;;
140625;0000;202,958;;;
140626;0000;66,0416;;;
140627;0000;139,833;;;
140628;0000;124,958;;;
140629;0000;36,875;;;
140630;0000;37,4583;;;
140701;0000;36,2916;;;
140702;0000;38,9583;;;
140703;0000;35,125;;;
140704;0000;56,8333;;;
140705;0000;75,2916;;;
140706;0000;52,4166;;;
140707;0000;67,826;;;
140708;0000;126,042;;;
140709;0000;230,25;;;
140710;0000;142,958;;;
140711;0000;58,5833;;;
140712;0000;38,875;;;
140713;0000;42,9583;;;
140714;0000;15,2917;;;
140715;0000;29,7083;;;
140716;0000;31,125;;;
140717;0000;98,75;;;
140718;0000;151,125;;;
140719;0000;159,083;;;
140720;0000;86;;;
140721;0000;45,5416;;;
140722;0000;80,75;;;
140723;0000;143,417;;;
140724;0000;51,5833;;;
140725;0000;39,8333;;;
140726;0000;49,2916;;;
140727;0000;5,91666;;;
140728;0000;20,625;;;
140729;0000;34,0833;;;
140730;0000;44,6666;;;
140731;0000;15,2917;;;
140801;0000;11,7083;;;
140802;0000;15,8333;;;
140803;0000;43,875;;;
140804;0000;91;;;
140805;0000;22,6087;;;
140806;0000;38,7083;;;
140807;0000;68,5416;;;
140808;0000;50,0833;;;
140809;0000;63,875;;;
140810;0000;94,125;;;
140811;0000;43,0833;;;
140812;0000;166;;;
140813;0000;153,583;;;
140814;0000;148,375;;;
140815;0000;73,4166;;;
140816;0000;60,5833;;;
140817;0000;65,5;;;
140818;0000;87,9583;;;
140819;0000;50,2083;;;
140820;0000;56,8333;;;
140821;0000;73;;;
140822;0000;45,5416;;;
140823;0000;13,25;;;
140824;0000;34,6666;;;
140825;0000;51,8333;;;
140826;0000;68,9583;;;
140827;0000;52,2083;;;
140828;0000;37,8571;;;
140829;0000;25,9167;;;
140830;0000;26,375;;;
140831;0000;24;;;
140901;0000;6,65217;;;
140902;0000;14,5417;;;
140903;0000;41,5833;;;
140904;0000;71,0833;;;
140905;0000;9,29166;;;
140906;0000;13,7917;;;
140907;0000;10,75;;;
140908;0000;19,9583;;;
140909;0000;30,7083;;;
140910;0000;98,0435;;;
140911;0000;89,1666;;;
140912;0000;33,5;;;
140913;0000;51,4166;;;
140914;0000;42,9166;;;
140915;0000;42,8333;;;
140916;0000;24,5417;;;
140917;0000;35,7083;;;
140918;0000;17;;;
140919;0000;28,2917;;;
140920;0000;17,75;;;
140921;0000;11,9167;;;
140922;0000;15,9583;;;
140923;0000;25,8695;;;
140924;0000;15,4762;;;
140925;0000;27,125;;;
140926;0000;26,5;;;
140927;0000;16,4167;;;
140928;0000;10,4583;;;
140929;0000;24,3333;;;
140930;0000;22,0417;;;
141001;0000;37,9583;;;
141002;0000;27,8333;;;
141003;0000;17,125;;;
141004;0000;19,4167;;;
141005;0000;40,4583;;;
141006;0000;31,6667;;;
141007;0000;12,5;;;
141008;0000;22,2609;;;
141009;0000;37,4166;;;
141010;0000;49,4782;;;
141011;0000;18,8333;;;
141012;0000;16,8333;;;
141013;0000;26,625;;;
141014;0000;20,875;;;
141015;0000;12,9583;;;
141016;0000;12,25;;;
